IdCursosSocios,IdCurso,idSocio,Activo,Termino
1060,202,6018,True,False
1061,202,6016,True,False
1062,202,5844,True,False
1063,202,6002,True,False
1064,202,6034,True,False
1065,202,5734,True,False
1066,202,6054,True,False
1067,202,6009,True,False
1068,202,6019,True,False
1069,198,5949,True,False
1070,198,4436,True,False
1071,203,4252,True,False
1072,203,6084,True,False
1073,203,5180,True,False
1074,203,6094,True,False
1075,203,5472,True,False
1076,203,6089,True,False
1077,203,6091,True,False
1078,203,6090,True,False
1079,203,6092,True,False
1080,203,6044,True,False
1081,203,6098,True,False
1082,203,6085,True,False
1083,203,4981,True,False
1084,203,6087,True,False
1085,203,6095,True,False
1086,203,6088,True,False
1087,203,6093,True,False
1088,203,6096,True,False
1089,203,5853,True,False
1090,203,6086,True,False
1091,203,5975,True,False
1092,203,6099,True,False
1093,203,5259,True,False
1094,203,6097,True,False
1095,203,4808,True,False
1096,203,6102,False,False
1097,203,6103,True,False
1098,203,6105,True,False
1099,202,6113,True,False
1100,203,6113,True,False
1101,204,3032,True,False
1102,204,5980,True,False
1103,204,2859,True,False
1104,204,5847,True,False
1105,204,5931,True,False
1106,204,3546,True,False
1107,204,5855,True,False
1108,204,5838,True,False
1109,204,5848,True,False
1110,204,5969,True,False
1111,204,5979,True,False
1112,204,5970,True,False
1113,204,5978,True,False
1114,204,5734,False,False
1115,204,4711,True,False
1116,204,5839,True,False
1117,204,6034,True,False
1118,204,5162,True,False
1119,204,5984,True,False
1120,204,5988,True,False
1121,204,5986,True,False
1122,204,5976,True,False
1123,204,5942,False,False
1124,204,6127,True,False
1125,204,6129,True,False
1126,204,4150,True,False
1127,204,5845,True,False
1128,204,5852,True,False
1129,204,5971,True,False
1130,204,6128,False,False
1131,204,6130,False,False
1132,204,5277,True,False
1133,205,6218,True,False
1134,205,5981,True,False
1135,205,5277,True,False
1136,205,6029,True,False
1137,205,6220,True,False
1138,205,5601,True,False
1139,205,6221,True,False
1140,205,6225,True,False
1141,205,5180,True,False
1142,205,6222,True,False
1143,205,6216,True,False
1144,205,5007,True,False
1145,205,6034,True,False
1146,205,6224,True,False
1147,205,4815,True,False
1148,205,4812,True,False
1149,205,6026,True,False
1150,205,6223,True,False
1151,205,5847,True,False
1152,205,5046,True,False
1153,205,6219,True,False
1154,205,3656,True,False
