IdCursosSociosPresentes,IdCurso,idSocio,FechaPresente
1893,158,3906,2014-05-28 00:00:00
1894,158,2968,2014-05-28 00:00:00
1895,158,3302,2014-05-28 00:00:00
1896,158,4081,2014-05-28 00:00:00
1897,158,4085,2014-05-28 00:00:00
1898,158,4079,2014-05-28 00:00:00
1899,158,4080,2014-05-28 00:00:00
1900,158,4091,2014-05-28 00:00:00
1901,158,4084,2014-05-28 00:00:00
1902,158,2619,2014-05-26 00:00:00
1903,158,3747,2014-05-26 00:00:00
1904,158,2633,2014-05-26 00:00:00
1905,158,3906,2014-05-26 00:00:00
1906,158,3751,2014-05-26 00:00:00
1907,158,3302,2014-05-26 00:00:00
1908,158,4081,2014-05-26 00:00:00
1909,158,4085,2014-05-26 00:00:00
1910,158,4079,2014-05-26 00:00:00
1911,158,4084,2014-05-26 00:00:00
1912,158,4080,2014-05-26 00:00:00
1913,158,2619,2014-05-23 00:00:00
1914,158,2633,2014-05-23 00:00:00
1915,158,3751,2014-05-23 00:00:00
1916,158,3906,2014-05-23 00:00:00
1917,158,2968,2014-05-23 00:00:00
1918,158,4081,2014-05-23 00:00:00
1919,158,4085,2014-05-23 00:00:00
1920,158,4079,2014-05-23 00:00:00
1921,158,4080,2014-05-23 00:00:00
1922,158,4084,2014-05-23 00:00:00
1923,159,3935,2014-05-28 00:00:00
1924,159,4006,2014-05-28 00:00:00
1925,159,3280,2014-05-28 00:00:00
1926,159,3946,2014-05-28 00:00:00
1927,159,3155,2014-05-28 00:00:00
1928,159,4069,2014-05-28 00:00:00
1929,159,4068,2014-05-28 00:00:00
1930,159,3529,2014-05-26 00:00:00
1931,159,3935,2014-05-26 00:00:00
1932,159,3280,2014-05-26 00:00:00
1933,159,3946,2014-05-26 00:00:00
1934,159,4075,2014-05-26 00:00:00
1935,159,4074,2014-05-26 00:00:00
1936,159,4067,2014-05-26 00:00:00
1937,159,4068,2014-05-26 00:00:00
1938,159,3708,2014-05-26 00:00:00
1939,159,4070,2014-05-26 00:00:00
1940,159,3935,2014-05-23 00:00:00
1941,159,3529,2014-05-23 00:00:00
1942,159,4006,2014-05-23 00:00:00
1943,159,3280,2014-05-23 00:00:00
1944,159,3155,2014-05-23 00:00:00
1945,159,3562,2014-05-23 00:00:00
1946,159,4075,2014-05-23 00:00:00
1947,159,3708,2014-05-23 00:00:00
1948,159,4068,2014-05-23 00:00:00
1949,159,4069,2014-05-23 00:00:00
1950,159,4076,2014-05-23 00:00:00
1951,159,4074,2014-05-23 00:00:00
1952,161,4207,2014-06-05 00:00:00
1953,161,4206,2014-06-05 00:00:00
1954,161,4204,2014-06-05 00:00:00
1955,161,4210,2014-06-05 00:00:00
1956,161,4115,2014-06-05 00:00:00
1957,161,4202,2014-06-05 00:00:00
1958,161,4211,2014-06-05 00:00:00
1959,161,4205,2014-06-05 00:00:00
1960,161,4215,2014-06-05 00:00:00
1961,161,4216,2014-06-05 00:00:00
1962,161,4214,2014-06-05 00:00:00
1963,161,3747,2014-06-04 00:00:00
1964,163,4231,2014-06-05 00:00:00
1965,163,4230,2014-06-05 00:00:00
1966,163,4234,2014-06-05 00:00:00
1967,163,3155,2014-06-05 00:00:00
1968,163,4232,2014-06-05 00:00:00
1969,163,3686,2014-06-05 00:00:00
1970,163,4233,2014-06-05 00:00:00
1971,163,4218,2014-06-05 00:00:00
1972,163,3155,2014-06-04 00:00:00
1973,163,3686,2014-06-04 00:00:00
1974,163,4166,2014-06-04 00:00:00
1975,163,3073,2014-06-03 00:00:00
1976,163,3155,2014-06-02 00:00:00
1977,163,4166,2014-06-02 00:00:00
1978,158,2619,2014-06-04 00:00:00
1979,158,3747,2014-06-04 00:00:00
1980,158,2633,2014-06-04 00:00:00
1981,158,3751,2014-06-04 00:00:00
1982,158,2968,2014-06-04 00:00:00
1983,158,3302,2014-06-04 00:00:00
1984,158,4085,2014-06-04 00:00:00
1985,158,4079,2014-06-04 00:00:00
1986,158,4080,2014-06-04 00:00:00
1987,158,4084,2014-06-04 00:00:00
1988,158,2619,2014-06-02 00:00:00
1989,158,3747,2014-06-02 00:00:00
1990,158,2633,2014-06-02 00:00:00
1991,158,3751,2014-06-02 00:00:00
1992,158,3906,2014-06-02 00:00:00
1993,158,2968,2014-06-02 00:00:00
1994,158,3302,2014-06-02 00:00:00
1995,158,4081,2014-06-02 00:00:00
1996,158,4085,2014-06-02 00:00:00
1997,158,4079,2014-06-02 00:00:00
1998,158,4080,2014-06-02 00:00:00
1999,158,4084,2014-06-02 00:00:00
2000,159,3935,2014-06-04 00:00:00
2001,159,3529,2014-06-04 00:00:00
2002,159,3280,2014-06-04 00:00:00
2003,159,3946,2014-06-04 00:00:00
2004,159,2575,2014-06-04 00:00:00
2005,159,3155,2014-06-04 00:00:00
2006,159,3562,2014-06-04 00:00:00
2007,159,4075,2014-06-04 00:00:00
2008,159,4067,2014-06-04 00:00:00
2009,159,4074,2014-06-04 00:00:00
2010,159,4071,2014-06-04 00:00:00
2011,159,4070,2014-06-04 00:00:00
2012,159,4068,2014-06-04 00:00:00
2013,159,3708,2014-06-04 00:00:00
2014,159,3935,2014-06-02 00:00:00
2015,159,3529,2014-06-02 00:00:00
2016,159,4006,2014-06-02 00:00:00
2017,159,3280,2014-06-02 00:00:00
2018,159,2575,2014-06-02 00:00:00
2019,159,3155,2014-06-02 00:00:00
2020,159,4075,2014-06-02 00:00:00
2021,159,4067,2014-06-02 00:00:00
2022,159,4071,2014-06-02 00:00:00
2023,159,4070,2014-06-02 00:00:00
2024,159,4068,2014-06-02 00:00:00
2025,159,3708,2014-06-02 00:00:00
2026,159,3935,2014-05-30 00:00:00
2027,159,3529,2014-05-30 00:00:00
2028,159,4006,2014-05-30 00:00:00
2029,159,3280,2014-05-30 00:00:00
2030,159,3946,2014-05-30 00:00:00
2031,159,3155,2014-05-30 00:00:00
2032,159,3562,2014-05-30 00:00:00
2033,159,4075,2014-05-30 00:00:00
2034,159,4067,2014-05-30 00:00:00
2035,159,4074,2014-05-30 00:00:00
2036,159,4076,2014-05-30 00:00:00
2037,159,4069,2014-05-30 00:00:00
2038,159,3708,2014-05-30 00:00:00
2039,159,4068,2014-05-30 00:00:00
2040,158,4080,2014-06-16 00:00:00
2041,158,4084,2014-06-16 00:00:00
2042,158,2619,2014-06-16 00:00:00
2043,158,3747,2014-06-16 00:00:00
2044,158,2633,2014-06-16 00:00:00
2045,158,3751,2014-06-16 00:00:00
2046,158,3906,2014-06-16 00:00:00
2047,158,2968,2014-06-16 00:00:00
2048,158,4081,2014-06-16 00:00:00
2049,158,4085,2014-06-16 00:00:00
2050,158,2619,2014-06-13 00:00:00
2051,158,3747,2014-06-13 00:00:00
2052,158,2633,2014-06-13 00:00:00
2053,158,3751,2014-06-13 00:00:00
2054,158,3906,2014-06-13 00:00:00
2055,158,2968,2014-06-13 00:00:00
2056,158,4081,2014-06-13 00:00:00
2057,158,4085,2014-06-13 00:00:00
2058,158,4079,2014-06-13 00:00:00
2059,158,4084,2014-06-13 00:00:00
2060,158,2619,2014-06-11 00:00:00
2061,158,2633,2014-06-11 00:00:00
2062,158,3751,2014-06-11 00:00:00
2063,158,4081,2014-06-11 00:00:00
2064,158,3906,2014-06-11 00:00:00
2065,158,4079,2014-06-11 00:00:00
2066,158,4080,2014-06-11 00:00:00
2067,158,2619,2014-06-09 00:00:00
2068,158,3747,2014-06-09 00:00:00
2069,158,3751,2014-06-09 00:00:00
2070,158,3906,2014-06-09 00:00:00
2071,158,4081,2014-06-09 00:00:00
2072,158,4085,2014-06-09 00:00:00
2073,158,4084,2014-06-09 00:00:00
2074,158,2619,2014-06-06 00:00:00
2075,158,3747,2014-06-06 00:00:00
2076,158,2633,2014-06-06 00:00:00
2077,158,3751,2014-06-06 00:00:00
2078,158,2968,2014-06-06 00:00:00
2079,158,4081,2014-06-06 00:00:00
2080,158,4085,2014-06-06 00:00:00
2081,158,4080,2014-06-06 00:00:00
2082,158,4084,2014-06-06 00:00:00
2083,159,3529,2014-06-16 00:00:00
2084,159,3946,2014-06-16 00:00:00
2085,159,3155,2014-06-16 00:00:00
2086,159,3562,2014-06-16 00:00:00
2087,159,4075,2014-06-16 00:00:00
2088,159,4074,2014-06-16 00:00:00
2089,159,4071,2014-06-16 00:00:00
2090,159,4069,2014-06-16 00:00:00
2091,159,3708,2014-06-16 00:00:00
2092,159,4068,2014-06-16 00:00:00
2093,159,3935,2014-06-13 00:00:00
2094,159,3529,2014-06-13 00:00:00
2095,159,4006,2014-06-13 00:00:00
2096,159,3946,2014-06-13 00:00:00
2097,159,3155,2014-06-13 00:00:00
2098,159,3562,2014-06-13 00:00:00
2099,159,3185,2014-06-13 00:00:00
2100,159,4075,2014-06-13 00:00:00
2101,159,4067,2014-06-13 00:00:00
2102,159,4074,2014-06-13 00:00:00
2103,159,4069,2014-06-13 00:00:00
2104,159,4068,2014-06-13 00:00:00
2105,159,3708,2014-06-13 00:00:00
2106,159,3935,2014-06-11 00:00:00
2107,159,3529,2014-06-11 00:00:00
2108,159,4006,2014-06-11 00:00:00
2109,159,3280,2014-06-11 00:00:00
2110,159,3155,2014-06-11 00:00:00
2111,159,4074,2014-06-11 00:00:00
2112,159,4069,2014-06-11 00:00:00
2113,159,4068,2014-06-11 00:00:00
2114,159,3529,2014-06-09 00:00:00
2115,159,3280,2014-06-09 00:00:00
2116,159,3946,2014-06-09 00:00:00
2117,159,3155,2014-06-09 00:00:00
2118,159,4067,2014-06-09 00:00:00
2119,159,4071,2014-06-09 00:00:00
2120,159,4069,2014-06-09 00:00:00
2121,159,4068,2014-06-09 00:00:00
2122,159,3708,2014-06-09 00:00:00
2123,159,3935,2014-06-06 00:00:00
2124,159,4006,2014-06-06 00:00:00
2125,159,3280,2014-06-06 00:00:00
2126,159,3946,2014-06-06 00:00:00
2127,159,3155,2014-06-06 00:00:00
2128,159,3185,2014-06-06 00:00:00
2129,159,4075,2014-06-06 00:00:00
2130,159,4067,2014-06-06 00:00:00
2131,159,4074,2014-06-06 00:00:00
2132,159,4076,2014-06-06 00:00:00
2133,159,4071,2014-06-06 00:00:00
2134,159,4069,2014-06-06 00:00:00
2135,159,4070,2014-06-06 00:00:00
2136,159,4068,2014-06-06 00:00:00
2137,161,4207,2014-06-12 00:00:00
2138,161,4206,2014-06-12 00:00:00
2139,161,4204,2014-06-12 00:00:00
2140,161,4210,2014-06-12 00:00:00
2141,161,4202,2014-06-12 00:00:00
2142,161,4215,2014-06-12 00:00:00
2143,161,4216,2014-06-12 00:00:00
2144,161,4211,2014-06-12 00:00:00
2145,161,4212,2014-06-12 00:00:00
2146,161,3747,2014-06-12 00:00:00
2147,161,4207,2014-06-10 00:00:00
2148,161,4206,2014-06-10 00:00:00
2149,161,4204,2014-06-10 00:00:00
2150,161,4210,2014-06-10 00:00:00
2151,161,4115,2014-06-10 00:00:00
2152,161,4202,2014-06-10 00:00:00
2153,161,4211,2014-06-10 00:00:00
2154,161,4205,2014-06-10 00:00:00
2155,161,4215,2014-06-10 00:00:00
2156,161,4216,2014-06-10 00:00:00
2157,161,4212,2014-06-10 00:00:00
2158,161,3747,2014-06-10 00:00:00
2159,161,4212,2014-06-05 00:00:00
2160,163,4231,2014-06-12 00:00:00
2161,163,4230,2014-06-12 00:00:00
2162,163,4234,2014-06-12 00:00:00
2163,163,3477,2014-06-12 00:00:00
2164,163,3155,2014-06-12 00:00:00
2165,163,4232,2014-06-12 00:00:00
2166,163,3686,2014-06-12 00:00:00
2167,163,4231,2014-06-10 00:00:00
2168,163,4230,2014-06-10 00:00:00
2169,163,4234,2014-06-10 00:00:00
2170,163,3477,2014-06-10 00:00:00
2171,163,3155,2014-06-10 00:00:00
2172,163,4232,2014-06-10 00:00:00
2173,163,4233,2014-06-10 00:00:00
2174,163,3686,2014-06-10 00:00:00
2175,163,4166,2014-06-10 00:00:00
2176,163,4218,2014-06-10 00:00:00
2177,163,4231,2014-06-17 00:00:00
2178,163,4230,2014-06-17 00:00:00
2179,163,4234,2014-06-17 00:00:00
2180,163,3477,2014-06-17 00:00:00
2181,163,3155,2014-06-17 00:00:00
2182,163,4232,2014-06-17 00:00:00
2183,163,3686,2014-06-17 00:00:00
2184,163,4233,2014-06-17 00:00:00
2185,163,4166,2014-06-17 00:00:00
2186,161,4207,2014-06-17 00:00:00
2187,161,4206,2014-06-17 00:00:00
2188,161,4204,2014-06-17 00:00:00
2189,161,4210,2014-06-17 00:00:00
2190,161,4115,2014-06-17 00:00:00
2191,161,4202,2014-06-17 00:00:00
2192,161,4211,2014-06-17 00:00:00
2193,161,4205,2014-06-17 00:00:00
2194,161,4215,2014-06-17 00:00:00
2195,161,4216,2014-06-17 00:00:00
2196,161,4212,2014-06-17 00:00:00
2197,161,3747,2014-06-17 00:00:00
2198,158,2619,2014-06-25 00:00:00
2199,158,2633,2014-06-25 00:00:00
2200,158,3751,2014-06-25 00:00:00
2201,158,2968,2014-06-25 00:00:00
2202,158,4081,2014-06-25 00:00:00
2203,158,4080,2014-06-25 00:00:00
2204,158,4084,2014-06-25 00:00:00
2205,158,3747,2014-06-23 00:00:00
2206,158,2619,2014-06-23 00:00:00
2207,158,2633,2014-06-23 00:00:00
2208,158,3751,2014-06-23 00:00:00
2209,158,4084,2014-06-23 00:00:00
2210,158,4080,2014-06-23 00:00:00
2211,158,3906,2014-06-23 00:00:00
2212,158,2619,2014-06-18 00:00:00
2213,158,3751,2014-06-18 00:00:00
2214,158,2633,2014-06-18 00:00:00
2215,158,3906,2014-06-18 00:00:00
2216,158,2968,2014-06-18 00:00:00
2217,158,4081,2014-06-18 00:00:00
2218,158,4085,2014-06-18 00:00:00
2219,158,4079,2014-06-18 00:00:00
2220,158,4080,2014-06-18 00:00:00
2221,159,3529,2014-06-25 00:00:00
2222,159,3155,2014-06-25 00:00:00
2223,159,4067,2014-06-25 00:00:00
2224,159,4069,2014-06-25 00:00:00
2225,159,3280,2014-06-23 00:00:00
2226,159,3946,2014-06-23 00:00:00
2227,159,3529,2014-06-23 00:00:00
2228,159,3155,2014-06-23 00:00:00
2229,159,3562,2014-06-23 00:00:00
2230,159,4075,2014-06-23 00:00:00
2231,159,4074,2014-06-23 00:00:00
2232,159,4076,2014-06-23 00:00:00
2233,159,4069,2014-06-23 00:00:00
2234,159,4070,2014-06-23 00:00:00
2235,159,3708,2014-06-23 00:00:00
2236,159,3935,2014-06-18 00:00:00
2237,159,3529,2014-06-18 00:00:00
2238,159,3280,2014-06-18 00:00:00
2239,159,3946,2014-06-18 00:00:00
2240,159,3155,2014-06-18 00:00:00
2241,159,3185,2014-06-18 00:00:00
2242,159,4075,2014-06-18 00:00:00
2243,159,4067,2014-06-18 00:00:00
2244,159,4074,2014-06-18 00:00:00
2245,159,4069,2014-06-18 00:00:00
2246,159,4068,2014-06-18 00:00:00
2247,164,3851,2014-06-26 00:00:00
2248,164,3587,2014-06-26 00:00:00
2249,164,4186,2014-06-26 00:00:00
2250,164,4200,2014-06-26 00:00:00
2251,164,3852,2014-06-26 00:00:00
2252,164,4248,2014-06-26 00:00:00
2253,164,3351,2014-06-26 00:00:00
2254,164,3680,2014-06-26 00:00:00
2255,164,4121,2014-06-26 00:00:00
2256,164,4105,2014-06-26 00:00:00
2257,164,4150,2014-06-26 00:00:00
2258,164,4245,2014-06-26 00:00:00
2259,164,4252,2014-06-26 00:00:00
2260,161,4207,2014-06-26 00:00:00
2261,161,4206,2014-06-26 00:00:00
2262,161,4204,2014-06-26 00:00:00
2263,161,4210,2014-06-26 00:00:00
2264,161,4211,2014-06-26 00:00:00
2265,161,4215,2014-06-26 00:00:00
2266,161,4216,2014-06-26 00:00:00
2267,161,4213,2014-06-26 00:00:00
2268,161,4212,2014-06-26 00:00:00
2269,161,4207,2014-06-24 00:00:00
2270,161,4206,2014-06-24 00:00:00
2271,161,4204,2014-06-24 00:00:00
2272,161,4210,2014-06-24 00:00:00
2273,161,4115,2014-06-24 00:00:00
2274,161,4205,2014-06-24 00:00:00
2275,161,4215,2014-06-24 00:00:00
2276,161,4216,2014-06-24 00:00:00
2277,161,4212,2014-06-24 00:00:00
2278,161,4207,2014-06-19 00:00:00
2279,161,4206,2014-06-19 00:00:00
2280,161,4210,2014-06-19 00:00:00
2281,161,4115,2014-06-19 00:00:00
2282,161,4202,2014-06-19 00:00:00
2283,161,4211,2014-06-19 00:00:00
2284,161,4205,2014-06-19 00:00:00
2285,161,4215,2014-06-19 00:00:00
2286,162,3019,2014-06-24 00:00:00
2287,162,4123,2014-06-24 00:00:00
2288,162,3351,2014-06-24 00:00:00
2289,162,4073,2014-06-24 00:00:00
2290,162,4217,2014-06-24 00:00:00
2291,162,3667,2014-06-24 00:00:00
2292,162,4226,2014-06-24 00:00:00
2293,162,4221,2014-06-24 00:00:00
2294,162,4223,2014-06-24 00:00:00
2295,162,4070,2014-06-24 00:00:00
2296,162,4123,2014-06-17 00:00:00
2297,162,3019,2014-06-17 00:00:00
2298,162,4073,2014-06-17 00:00:00
2299,162,4217,2014-06-17 00:00:00
2300,162,3667,2014-06-17 00:00:00
2301,162,4226,2014-06-17 00:00:00
2302,162,4221,2014-06-17 00:00:00
2303,162,4223,2014-06-17 00:00:00
2304,162,4228,2014-06-17 00:00:00
2305,162,4070,2014-06-17 00:00:00
2306,162,4138,2014-06-17 00:00:00
2307,162,3019,2014-06-10 00:00:00
2308,162,3351,2014-06-10 00:00:00
2309,162,4217,2014-06-10 00:00:00
2310,162,3667,2014-06-10 00:00:00
2311,162,4226,2014-06-10 00:00:00
2312,162,4228,2014-06-10 00:00:00
2313,162,4070,2014-06-10 00:00:00
2314,162,4138,2014-06-10 00:00:00
2315,162,3019,2014-06-03 00:00:00
2316,162,4123,2014-06-03 00:00:00
2317,162,3351,2014-06-03 00:00:00
2318,162,4068,2014-06-03 00:00:00
2319,162,3667,2014-06-03 00:00:00
2320,162,4070,2014-06-03 00:00:00
2321,158,2619,2014-06-30 00:00:00
2322,158,3747,2014-06-30 00:00:00
2323,158,2633,2014-06-30 00:00:00
2324,158,3751,2014-06-30 00:00:00
2325,158,3906,2014-06-30 00:00:00
2326,158,4081,2014-06-30 00:00:00
2327,158,4079,2014-06-30 00:00:00
2328,158,4080,2014-06-30 00:00:00
2329,158,2619,2014-06-27 00:00:00
2330,158,3747,2014-06-27 00:00:00
2331,158,2633,2014-06-27 00:00:00
2332,158,3751,2014-06-27 00:00:00
2333,158,3906,2014-06-27 00:00:00
2334,158,2968,2014-06-27 00:00:00
2335,158,4081,2014-06-27 00:00:00
2336,158,4079,2014-06-27 00:00:00
2337,158,4080,2014-06-27 00:00:00
2338,158,4084,2014-06-27 00:00:00
2339,158,3747,2014-06-25 00:00:00
2340,158,3906,2014-06-25 00:00:00
2341,158,4079,2014-06-25 00:00:00
2342,159,3529,2014-06-30 00:00:00
2343,159,3280,2014-06-30 00:00:00
2344,159,3946,2014-06-30 00:00:00
2345,159,3155,2014-06-30 00:00:00
2346,159,4075,2014-06-30 00:00:00
2347,159,4067,2014-06-30 00:00:00
2348,159,4074,2014-06-30 00:00:00
2349,159,4070,2014-06-30 00:00:00
2350,159,4069,2014-06-30 00:00:00
2351,159,4068,2014-06-30 00:00:00
2352,159,3935,2014-06-27 00:00:00
2353,159,4006,2014-06-27 00:00:00
2354,159,3280,2014-06-27 00:00:00
2355,159,3155,2014-06-27 00:00:00
2356,159,4075,2014-06-27 00:00:00
2357,159,4067,2014-06-27 00:00:00
2358,159,4074,2014-06-27 00:00:00
2359,159,4069,2014-06-27 00:00:00
2360,159,3935,2014-06-25 00:00:00
2361,159,3280,2014-06-25 00:00:00
2362,159,4071,2014-06-25 00:00:00
2363,159,4068,2014-06-25 00:00:00
2364,159,4070,2014-06-25 00:00:00
2365,161,4207,2014-07-01 00:00:00
2366,161,4206,2014-07-01 00:00:00
2367,161,4210,2014-07-01 00:00:00
2368,161,4115,2014-07-01 00:00:00
2369,161,4202,2014-07-01 00:00:00
2370,161,4211,2014-07-01 00:00:00
2371,161,4205,2014-07-01 00:00:00
2372,161,4215,2014-07-01 00:00:00
2373,161,4216,2014-07-01 00:00:00
2374,161,4213,2014-07-01 00:00:00
2375,161,4212,2014-07-01 00:00:00
2376,161,3747,2014-07-01 00:00:00
2377,163,4231,2014-07-01 00:00:00
2378,163,4234,2014-07-01 00:00:00
2379,163,3686,2014-07-01 00:00:00
2380,163,4233,2014-07-01 00:00:00
2381,158,2619,2014-07-02 00:00:00
2382,158,2619,2014-07-02 00:00:00
2383,158,2633,2014-07-02 00:00:00
2384,158,3751,2014-07-02 00:00:00
2385,158,3906,2014-07-02 00:00:00
2386,158,2968,2014-07-02 00:00:00
2387,158,4081,2014-07-02 00:00:00
2388,158,4079,2014-07-02 00:00:00
2389,158,4080,2014-07-02 00:00:00
2390,158,4084,2014-07-02 00:00:00
2391,159,3529,2014-07-02 00:00:00
2392,159,3946,2014-07-02 00:00:00
2393,159,3280,2014-07-02 00:00:00
2394,159,3155,2014-07-02 00:00:00
2395,159,3562,2014-07-02 00:00:00
2396,159,4075,2014-07-02 00:00:00
2397,159,4074,2014-07-02 00:00:00
2398,159,4069,2014-07-02 00:00:00
2399,159,4068,2014-07-02 00:00:00
2400,159,3708,2014-07-02 00:00:00
2401,161,4207,2014-07-03 00:00:00
2402,161,4206,2014-07-03 00:00:00
2403,161,4210,2014-07-03 00:00:00
2404,161,4115,2014-07-03 00:00:00
2405,161,4211,2014-07-03 00:00:00
2406,161,4205,2014-07-03 00:00:00
2407,161,4216,2014-07-03 00:00:00
2408,161,4212,2014-07-03 00:00:00
2409,163,4231,2014-07-10 00:00:00
2410,163,4234,2014-07-10 00:00:00
2411,163,4232,2014-07-10 00:00:00
2412,163,3686,2014-07-10 00:00:00
2413,163,4233,2014-07-10 00:00:00
2414,163,4166,2014-07-10 00:00:00
2415,163,4166,2014-07-10 00:00:00
2416,163,4166,2014-07-10 00:00:00
2417,163,4166,2014-07-10 00:00:00
2418,163,4166,2014-07-10 00:00:00
2419,163,4166,2014-07-10 00:00:00
2420,163,4230,2014-07-08 00:00:00
2421,163,4234,2014-07-08 00:00:00
2422,163,4234,2014-07-08 00:00:00
2423,163,4230,2014-07-08 00:00:00
2424,163,4234,2014-07-08 00:00:00
2425,163,3073,2014-07-08 00:00:00
2426,163,3155,2014-07-08 00:00:00
2427,163,3155,2014-07-08 00:00:00
2428,163,3686,2014-07-08 00:00:00
2429,163,4166,2014-07-08 00:00:00
2430,163,4233,2014-07-08 00:00:00
2431,163,4218,2014-07-08 00:00:00
2432,163,3821,2014-07-08 00:00:00
2433,163,4231,2014-07-03 00:00:00
2434,163,4230,2014-07-03 00:00:00
2435,163,3155,2014-07-03 00:00:00
2436,163,3073,2014-07-03 00:00:00
2437,163,4232,2014-07-03 00:00:00
2438,163,3686,2014-07-03 00:00:00
2439,163,4233,2014-07-03 00:00:00
2440,163,4166,2014-07-03 00:00:00
2441,163,4166,2014-07-03 00:00:00
2442,163,3155,2014-07-01 00:00:00
2443,163,4218,2014-07-01 00:00:00
2444,163,3821,2014-07-01 00:00:00
2445,161,4207,2014-07-10 00:00:00
2446,161,4204,2014-07-10 00:00:00
2447,161,4202,2014-07-10 00:00:00
2448,161,4211,2014-07-10 00:00:00
2449,161,4205,2014-07-10 00:00:00
2450,161,4205,2014-07-10 00:00:00
2451,161,4215,2014-07-10 00:00:00
2452,161,4216,2014-07-10 00:00:00
2453,161,4213,2014-07-10 00:00:00
2454,161,4212,2014-07-10 00:00:00
2455,161,3747,2014-07-10 00:00:00
2456,161,4207,2014-07-08 00:00:00
2457,161,4206,2014-07-08 00:00:00
2458,161,4204,2014-07-08 00:00:00
2459,161,4210,2014-07-08 00:00:00
2460,161,4202,2014-07-08 00:00:00
2461,161,4205,2014-07-08 00:00:00
2462,161,4115,2014-07-08 00:00:00
2463,161,4215,2014-07-08 00:00:00
2464,161,4216,2014-07-08 00:00:00
2465,161,4213,2014-07-08 00:00:00
2466,161,4212,2014-07-08 00:00:00
2467,161,3747,2014-07-08 00:00:00
2468,162,3019,2014-07-08 00:00:00
2469,162,3351,2014-07-08 00:00:00
2470,162,4217,2014-07-08 00:00:00
2471,162,4221,2014-07-08 00:00:00
2472,162,4223,2014-07-08 00:00:00
2473,162,4226,2014-07-08 00:00:00
2474,162,4228,2014-07-08 00:00:00
2475,162,4070,2014-07-08 00:00:00
2476,162,4138,2014-07-08 00:00:00
2477,162,3667,2014-07-01 00:00:00
2478,162,4070,2014-07-01 00:00:00
2479,164,3851,2014-07-10 00:00:00
2480,164,3851,2014-07-10 00:00:00
2481,164,4200,2014-07-10 00:00:00
2482,164,3852,2014-07-10 00:00:00
2483,164,4248,2014-07-10 00:00:00
2484,164,3351,2014-07-10 00:00:00
2485,164,3680,2014-07-10 00:00:00
2486,164,4105,2014-07-10 00:00:00
2487,164,4252,2014-07-10 00:00:00
2488,163,4231,2014-07-15 00:00:00
2489,163,4230,2014-07-15 00:00:00
2490,163,3155,2014-07-15 00:00:00
2491,163,3686,2014-07-15 00:00:00
2492,163,4247,2014-07-08 00:00:00
2493,163,3073,2014-07-15 00:00:00
2494,163,4231,2014-06-26 00:00:00
2495,163,3155,2014-06-26 00:00:00
2496,163,4234,2014-06-26 00:00:00
2497,163,4232,2014-06-26 00:00:00
2498,163,3073,2014-06-26 00:00:00
2499,163,3686,2014-06-26 00:00:00
2500,163,4233,2014-06-26 00:00:00
2501,163,4166,2014-06-26 00:00:00
2502,163,4231,2014-06-24 00:00:00
2503,163,4230,2014-06-24 00:00:00
2504,163,3155,2014-06-24 00:00:00
2505,163,3073,2014-06-24 00:00:00
2506,163,4232,2014-06-24 00:00:00
2507,163,3686,2014-06-24 00:00:00
2508,163,4233,2014-06-24 00:00:00
2509,163,4247,2014-06-24 00:00:00
2510,163,3821,2014-06-24 00:00:00
2511,163,3821,2014-06-24 00:00:00
2512,163,3821,2014-06-24 00:00:00
2513,163,3821,2014-06-17 00:00:00
2514,163,4247,2014-06-17 00:00:00
2515,163,4231,2014-06-19 00:00:00
2516,163,4230,2014-06-19 00:00:00
2517,163,4234,2014-06-19 00:00:00
2518,163,3477,2014-06-19 00:00:00
2519,163,3155,2014-06-19 00:00:00
2520,163,3073,2014-06-19 00:00:00
2521,163,3686,2014-06-19 00:00:00
2522,163,4247,2014-06-19 00:00:00
2523,163,4166,2014-06-19 00:00:00
2524,163,4233,2014-06-19 00:00:00
2525,163,4232,2014-06-19 00:00:00
2526,161,4207,2014-07-15 00:00:00
2527,161,4206,2014-07-15 00:00:00
2528,161,4204,2014-07-15 00:00:00
2529,161,4210,2014-07-15 00:00:00
2530,161,4115,2014-07-15 00:00:00
2531,161,4202,2014-07-15 00:00:00
2532,161,4211,2014-07-15 00:00:00
2533,161,4215,2014-07-15 00:00:00
2534,161,4216,2014-07-15 00:00:00
2535,161,4212,2014-07-15 00:00:00
2536,163,4233,2014-07-15 00:00:00
2537,161,4235,2014-07-15 00:00:00
2538,161,3299,2014-07-15 00:00:00
2539,161,4236,2014-07-15 00:00:00
2540,161,4235,2014-07-10 00:00:00
2541,161,4236,2014-07-10 00:00:00
2542,161,3299,2014-07-10 00:00:00
2543,161,4236,2014-07-08 00:00:00
2544,161,3299,2014-07-08 00:00:00
2545,161,4235,2014-07-08 00:00:00
2546,161,3299,2014-07-03 00:00:00
2547,161,4235,2014-07-03 00:00:00
2548,161,4236,2014-06-26 00:00:00
2549,161,3299,2014-06-26 00:00:00
2550,161,4235,2014-06-24 00:00:00
2551,161,4236,2014-06-24 00:00:00
2552,161,3299,2014-06-19 00:00:00
2553,161,4236,2014-06-17 00:00:00
2554,161,3299,2014-06-17 00:00:00
2555,161,4235,2014-06-17 00:00:00
2556,161,4235,2014-06-10 00:00:00
2557,161,4235,2014-06-12 00:00:00
